File Name and Path,Number of commits
dev/com.ibm.ws.jaxws.2.3.common/src/com/ibm/ws/jaxws/bus/LibertyApplicationBusFactory.java,2
dev/com.ibm.ws.org.apache.wss4j.ws.security.stax.2.3.0/bnd.bnd,2
dev/com.ibm.ws.org.apache.wss4j.ws.security.stax.2.3.0/bnd.overrides,2
dev/com.ibm.ws.org.apache.wss4j.ws.security.stax.2.3.0/src/org/apache/wss4j/stax/setup/WSSec.java,2
.github/test-categories/CONCURRENT_3,2
.github/test-categories/GENERAL,2
.github/test-categories/QUARANTINE,2
dev/build.featureStart_fat/.project,2
dev/com.ibm.ws.org.apache.cxf.cxf.rt.features.logging.3.2/.classpath,4
dev/wlp.lib.extract_test/test/wlp/lib/extract/JavaJarTest.java,2
dev/com.ibm.ws.security.acme_fat/fat/src/com/ibm/ws/security/acme/fat/FATSuite.java,2
dev/com.ibm.ws.cdi.visibility_fat/.checkstyle,2
dev/com.ibm.ws.cdi.visibility_fat/.classpath,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/com/ibm/ws/cdi12/fat/tests/VisTest.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClient.jar => fat}/src/vistest/appClient/AppClientTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClient.jar => fat}/src/vistest/appClient/AppClientTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClient.jar => fat}/src/vistest/appClient/main/Main.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsAppClientLib.jar => fat}/src/vistest/appClientAsAppClientLib/AppClientAsAppClientLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsAppClientLib.jar => fat}/src/vistest/appClientAsAppClientLib/AppClientAsAppClientLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsAppClientLib.jar => fat}/src/vistest/appClientAsAppClientLib/dummy/DummyMain.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsEjbLib.jar => fat}/src/vistest/appClientAsEjbLib/AppClientAsEjbLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsEjbLib.jar => fat}/src/vistest/appClientAsEjbLib/AppClientAsEjbLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsEjbLib.jar => fat}/src/vistest/appClientAsEjbLib/dummy/DummyMain.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsWarLib.jar => fat}/src/vistest/appClientAsWarLib/AppClientAsWarLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsWarLib.jar => fat}/src/vistest/appClientAsWarLib/AppClientAsWarLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientAsWarLib.jar => fat}/src/vistest/appClientAsWarLib/dummy/DummyMain.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientLib.jar => fat}/src/vistest/appClientLib/AppClientLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestAppClientLib.jar => fat}/src/vistest/appClientLib/AppClientLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/commonLib/CommonLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/commonLib/CommonLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEarLib.jar => fat}/src/vistest/earLib/EarLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEarLib.jar => fat}/src/vistest/earLib/EarLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjb.jar => fat}/src/vistest/ejb/EjbTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjb.jar => fat}/src/vistest/ejb/EjbTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjb.jar => fat}/src/vistest/ejb/dummy/DummySessionBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAppClientLib.jar => fat}/src/vistest/ejbAppClientLib/EjbAppClientLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAppClientLib.jar => fat}/src/vistest/ejbAppClientLib/EjbAppClientLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsAppClientLib.jar => fat}/src/vistest/ejbAsAppClientLib/EjbAsAppClientLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsAppClientLib.jar => fat}/src/vistest/ejbAsAppClientLib/EjbAsAppClientLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsAppClientLib.jar => fat}/src/vistest/ejbAsAppClientLib/dummy/DummySessionBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsEjbLib.jar => fat}/src/vistest/ejbAsEjbLib/EjbAsEjbLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsEjbLib.jar => fat}/src/vistest/ejbAsEjbLib/EjbAsEjbLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsEjbLib.jar => fat}/src/vistest/ejbAsEjbLib/dummy/DummySessionBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsWarLib.jar => fat}/src/vistest/ejbAsWarLib/EjbAsWarLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsWarLib.jar => fat}/src/vistest/ejbAsWarLib/EjbAsWarLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbAsWarLib.jar => fat}/src/vistest/ejbAsWarLib/dummy/DummySessionBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbLib.jar => fat}/src/vistest/ejbLib/EjbLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbLib.jar => fat}/src/vistest/ejbLib/EjbLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbWarLib.jar => fat}/src/vistest/ejbWarLib/EjbWarLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestEjbWarLib.jar => fat}/src/vistest/ejbWarLib/EjbWarLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/framework/TargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/framework/TestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/framework/VisTester.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestNonLib.jar => fat}/src/vistest/nonLib/NonLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestNonLib.jar => fat}/src/vistest/nonLib/NonLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/privateLib/PrivateLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/privateLib/PrivateLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InAppClient.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InAppClientAsAppClientLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InAppClientAsEjbLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InAppClientAsWarLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InAppClientLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/qualifiers/InCommonLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEarLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjb.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbAppClientLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbAsAppClientLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbAsEjbLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbAsWarLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InEjbWarLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InNonLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/fat/src/vistest/qualifiers/InPrivateLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InWar.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InWar2.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InWarAppClientLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InWarLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestFramework.jar => fat}/src/vistest/qualifiers/InWarWebinfLib.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar.war => fat}/src/vistest/war/WarTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar.war => fat}/src/vistest/war/WarTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar.war => fat}/src/vistest/war/servlet/VisibilityTestServlet.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar2.war => fat}/src/vistest/war2/War2TargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar2.war => fat}/src/vistest/war2/War2TestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWar2.war => fat}/src/vistest/war2/servlet/VisibilityTestServlet.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarAppClientLib.jar => fat}/src/vistest/warAppClientLib/WarAppClientLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarAppClientLib.jar => fat}/src/vistest/warAppClientLib/WarAppClientLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarLib.jar => fat}/src/vistest/warLib/WarLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarLib.jar => fat}/src/vistest/warLib/WarLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarWebinfLib.jar => fat}/src/vistest/warWebinfLib/WarWebinfLibTargetBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/{test-applications/visTestWarWebinfLib.jar => fat}/src/vistest/warWebinfLib/WarWebinfLibTestingBean.java,2
dev/com.ibm.ws.cdi.visibility_fat/publish/clients/visTestClient/client.xml,2
dev/com.ibm.ws.cdi.visibility_fat/publish/servers/visTestServer/server.xml,2
dev/cnf/oss_source_dependencies.maven,4
dev/com.ibm.websphere.appserver.features/visibility/public/cdi-1.2/com.ibm.websphere.appserver.cdi-1.2.feature,2
dev/com.ibm.websphere.appserver.features/visibility/public/cdi-2.0/com.ibm.websphere.appserver.cdi-2.0.feature,2
dev/com.ibm.websphere.appserver.features/visibility/public/cdi-3.0/io.openliberty.cdi-3.0.feature,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.classpath,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.gitignore,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.project,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.settings/bndtools.core.prefs,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.settings/org.eclipse.core.resources.prefs,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.settings/org.eclipse.jdt.core.prefs,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/.settings/org.eclipse.jdt.ui.prefs,2
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/bnd.bnd,4
dev/com.ibm.ws.org.jboss.classfilewriter.1.2/bnd.overrides,4
dev/com.ibm.ws.org.jboss.classfilewriter/bnd.bnd,2
dev/com.ibm.ws.org.jboss.classfilewriter/bnd.overrides,2
dev/fattest.simplicity/src/componenttest/topology/utils/LDAPUtils.java,2
dev/cnf/oss_dependencies.maven,9
dev/com.ibm.websphere.appserver.features/visibility/auto/io.openliberty.cdi3.0-mpContextPropagation1.3.feature,4
dev/com.ibm.websphere.appserver.features/visibility/private/io.openliberty.org.eclipse.microprofile.contextpropagation-1.3.feature,4
dev/com.ibm.websphere.appserver.features/visibility/public/concurrent-2.0/io.openliberty.concurrent-2.0.feature,2
dev/com.ibm.websphere.appserver.features/visibility/public/mpContextPropagation-1.3/io.openliberty.mpContextPropagation-1.3.feature,2
dev/com.ibm.ws.concurrent.mp.1.3_fat_tck/fat/src/com/ibm/ws/concurrent/mp/v1_3/fat/tck/MPContextPropagationTCKLauncher.java,6
dev/com.ibm.ws.concurrent.mp.1.3_fat_tck/publish/tckRunner/tck/pom.xml,8
dev/io.openliberty.org.eclipse.microprofile/contextpropagation.1.3.bnd,2
dev/com.ibm.ws.security.oauth_test.custom_servlets/test-applications/oAuth20MongoSetup/src/web/oAuth20MongoSetup.java,2
dev/com.ibm.ws.security.oauth_test.custom_store/src/security/custom/store/CustomStoreSample.java,2
dev/com.ibm.websphere.appserver.features/visibility/private/io.openliberty.jakarta.expressionLanguage-4.0.feature,1
dev/io.openliberty.jakarta.expressionLanguage.4.0/bnd.bnd,1
dev/io.openliberty.jakarta.expressionLanguage.4.0/build.gradle,1
dev/io.openliberty.org.apache.jasper.expressionLanguage.4.0/bnd.bnd,1
dev/io.openliberty.org.apache.jasper.expressionLanguage.4.0/build.gradle,1
dev/com.ibm.websphere.javaee.el.3.0/src/javax/el/Util.java,2
dev/com.ibm.ws.el.3.0_fat/test-applications/TestVarargsMatching.war/src/com/ibm/ws/el30/fat/varargstest/Bird.java,2
dev/com.ibm.ws.el.3.0_fat/test-applications/TestVarargsMatching.war/src/com/ibm/ws/el30/fat/varargstest/EL30VarargsMethodMatchingServlet.java,2
dev/com.ibm.ws.el.3.0_fat/test-applications/TestVarargsMatching.war/src/com/ibm/ws/el30/fat/varargstest/EL30VarargsMethodMatchingTestBean.java,2
dev/com.ibm.ws.el.3.0_fat/test-applications/TestVarargsMatching.war/src/com/ibm/ws/el30/fat/varargstest/Falcon.java,2
dev/com.ibm.ws.org.apache.jasper.el/src/org/apache/el/util/ReflectionUtil.java,3
dev/com.ibm.ws.webcontainer/src/com/ibm/ws/webcontainer/osgi/mbeans/PluginGenerator.java,4
dev/com.ibm.ws.security.openidconnect.client/src/com/ibm/ws/security/openidconnect/client/AccessTokenAuthenticator.java,4
dev/com.ibm.ws.security.openidconnect.client/src/com/ibm/ws/security/openidconnect/client/internal/AccessTokenCacheHelper.java,5
dev/com.ibm.ws.security.openidconnect.client/test/com/ibm/ws/security/openidconnect/client/AccessTokenAuthenticatorTest.java,4
dev/com.ibm.ws.security.openidconnect.client/test/com/ibm/ws/security/openidconnect/client/internal/AccessTokenCacheHelperTest.java,5
dev/com.ibm.ws.jaxrs.2.1.sse_fat/test-applications/SseClientBehaviorApp/src/jaxrs21sse/clientbehavior/SseClientBehaviorTestServlet.java,2
dev/com.ibm.websphere.appserver.features/visibility/public/mpContextPropagation-1.3/{com.ibm.websphere.appserver.mpContextPropagation-1.3.feature => io.openliberty.mpContextPropagation-1.3.feature},2
dev/com.ibm.websphere.appserver.features/visibility/public/mpContextPropagation-1.3/resources/l10n/{com.ibm.websphere.appserver.mpContextPropagation-1.3.properties => io.openliberty.mpContextPropagation-1.3.properties},2
dev/com.ibm.ws.concurrent.mp.1.3_fat_tck/publish/servers/tckServerForMPContextPropagation13/bootstrap.properties,4
dev/com.ibm.ws.concurrent.mp.1.3_fat_tck/publish/tckRunner/tck/tck-suite.xml,6
dev/com.ibm.ws.security.authentication.builtin/src/com/ibm/ws/security/authentication/internal/jaas/JAASConfigurationImpl.java,2
dev/com.ibm.ws.security.spnego/src/com/ibm/ws/security/spnego/internal/Krb5Util.java,2
dev/com.ibm.ws.security.spnego/src/com/ibm/ws/security/spnego/internal/SpnGssCredential.java,2
dev/com.ibm.ws.security.spnego/src/com/ibm/ws/security/spnego/internal/SpnegoHelperProxy.java,2
dev/com.ibm.ws.security.token.s4u2/src/com/ibm/wsspi/security/token/SpnegoTokenHelper.java,2
dev/com.ibm.ws.security/src/com/ibm/ws/security/krb5/Krb5Common.java,5
dev/com.ibm.websphere.appserver.api.jaxrs20/bnd.bnd,1
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/files/serversettings/java2Permissions.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2servers/configs/server_2_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2serverswithep/configs/server_2_wsstemplate.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2serverswithep/configs/server_2_wsstemplate_AsymSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2serverswithep/configs/server_2_wsstemplate_AsymSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.2serverswithep/configs/server_2_wsstemplate_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.wssTemplateswithep/configs/server_1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.wssTemplateswithep/configs/server_1_AsymSignEnc.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.wssTemplateswithep/configs/server_1_AsymSignEnc_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml.wssTemplateswithep/configs/server_1_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_1_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_multiple_invalid.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_multiple_invalid_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_multiple_valid.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_multiple_valid_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_single_invalid.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_single_invalid_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_single_valid.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_audienceRestrictions_single_valid_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_clockskew.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_clockskew_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_samlWantAssertionsSigned.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.saml/publish/servers/com.ibm.ws.wssecurity_fat.saml/configs/server_2_in_1_samlWantAssertionsSigned_ee8.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/build.gradle,3
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/files/serversettings/java2Permissions.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_asym.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_asym_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_sym.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_sym2.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_sym2_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_sym_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.endsuptokens/server_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_2048.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_2048_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_orig.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_orig_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha1.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha1_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha2.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha2_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha384.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha384_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha3sym.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha3sym_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha512.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha512_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha5sym.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_sha5sym_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.sha2sig/server_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server_enchdr.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server_enchdr_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server_orig.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server_orig_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11enc/server_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11sig/server.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11sig/server_enchdr.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11sig/server_enchdr_wss4j.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11sig/server_orig.xml,2
dev/com.ibm.ws.wssecurity_fat.wsscxf.1/publish/servers/com.ibm.ws.wssecurity_fat.wss11sig/server_orig_wss4j.xml,2
